date;inflation;interest;growth;unemployment;poverty
2021-11-14 16:07:30;12.665000557899477;11.500000208616257;-3.953313827514648;0.0;0.0
2021-11-14 17:08:29;12.67;11.5;-3.95;0.0;0.0
2021-11-14 17:09:01;12.46;11.5;-3.95;0.0;0.0
2021-11-14 17:09:33;12.46;11.5;-5.13;0.0;0.0
